,PLEASANTNESS,EDIBLE ,BAKERY ,SWEET ,FRUIT ,FISH,GARLIC ,SPICES ,COLD,SOUR ,BURNT ,ACID ,WARM ,MUSKY ,SWEATY ,AMMONIA/URINOUS,DECAYED,WOOD ,GRASS ,FLOWER ,CHEMICAL
244,45.35454545454545,4.463636363636363,1.3272727272727274,16.70909090909091,7.836363636363636,0.1181818181818182,0.15454545454545454,5.4,6.127272727272727,2.7090909090909094,2.8454545454545457,5.6454545454545455,3.9909090909090907,3.827272727272727,0.8,4.3,1.3818181818181818,1.3363636363636364,0.5363636363636364,4.572727272727272,19.045454545454547
240,48.972727272727276,12.190909090909091,6.800000000000001,17.09090909090909,9.472727272727273,0.38181818181818183,0.5545454545454546,2.090909090909091,1.4909090909090907,2.1272727272727274,0.2909090909090909,1.1545454545454545,3.609090909090909,2.7363636363636363,0.20909090909090908,1.4272727272727272,0.7545454545454545,0.18181818181818182,0.8,5.054545454545455,10.281818181818183
7519,27.62727272727273,0.33636363636363636,0.8272727272727272,2.6272727272727274,0.48181818181818176,1.0272727272727271,0.5181818181818182,1.7999999999999998,2.3181818181818183,3.709090909090909,2.0545454545454542,6.409090909090908,3.9909090909090907,4.818181818181818,1.781818181818182,4.636363636363637,2.290909090909091,2.590909090909091,1.2363636363636363,1.4181818181818182,14.972727272727274
7559,40.28181818181818,3.609090909090909,1.518181818181818,8.136363636363637,1.781818181818182,0.5727272727272728,1.3181818181818181,4.772727272727273,6.090909090909091,7.8545454545454545,1.3909090909090909,4.3909090909090915,4.418181818181818,9.427272727272728,5.1,8.781818181818183,4.818181818181818,1.781818181818182,2.7909090909090906,7.1454545454545455,10.472727272727273
7583,33.345454545454544,3.4000000000000004,1.790909090909091,4.490909090909091,1.1727272727272726,0.20909090909090908,1.6,4.736363636363636,3.118181818181818,1.5545454545454545,1.2181818181818183,5.6000000000000005,2.090909090909091,1.8636363636363635,1.2,2.590909090909091,0.09090909090909091,3.581818181818182,1.7000000000000002,2.372727272727273,7.745454545454546
7593,32.081818181818186,2.5818181818181816,1.4000000000000001,5.445454545454545,0.6636363636363637,0.3909090909090909,1.981818181818182,3.618181818181818,2.381818181818182,6.418181818181819,5.281818181818182,3.318181818181818,6.163636363636363,10.245454545454544,6.445454545454546,7.199999999999999,4.590909090909091,2.0,1.009090909090909,1.2909090909090908,8.654545454545454
60998,33.53636363636364,2.3909090909090907,1.2545454545454546,6.7272727272727275,1.4090909090909092,0.5090909090909091,1.1272727272727272,1.6363636363636365,2.5545454545454547,3.963636363636364,2.309090909090909,2.009090909090909,3.727272727272727,4.663636363636363,2.4909090909090907,1.927272727272727,3.2818181818181817,3.4454545454545453,2.1636363636363636,5.7,5.927272727272728
60999,24.363636363636363,1.3909090909090909,1.5272727272727273,5.2727272727272725,0.1272727272727273,1.2,1.8636363636363635,3.3000000000000003,1.1545454545454545,6.254545454545454,2.109090909090909,3.2090909090909094,2.918181818181818,6.636363636363636,4.972727272727273,3.872727272727273,2.272727272727273,3.172727272727273,1.1818181818181819,2.9454545454545453,3.672727272727273
7601,29.009090909090908,1.0,0.9181818181818182,7.263636363636364,2.272727272727273,0.6454545454545454,0.8090909090909091,1.8727272727272728,1.4090909090909092,3.4000000000000004,1.0818181818181818,1.5909090909090908,3.372727272727273,3.1818181818181817,1.7454545454545456,1.4545454545454546,0.9545454545454546,1.2636363636363637,1.4000000000000001,6.072727272727272,4.836363636363637
5541,29.80909090909091,4.245454545454545,1.9,2.1272727272727274,1.6181818181818182,1.0727272727272728,2.5727272727272728,4.281818181818182,2.518181818181818,16.236363636363638,3.0,10.318181818181818,4.3909090909090915,3.7181818181818183,3.490909090909091,3.2363636363636363,2.309090909090909,0.6818181818181818,0.6,1.0636363636363637,5.672727272727273
7632,34.46363636363636,2.081818181818182,0.4636363636363636,8.627272727272729,0.4454545454545455,0.45454545454545453,0.7272727272727273,2.8636363636363638,1.4454545454545453,2.0545454545454542,1.5727272727272728,2.5818181818181816,2.9454545454545453,1.6,0.5727272727272728,1.009090909090909,0.6727272727272727,3.0,1.8181818181818181,9.209090909090909,3.8909090909090907
7635,29.07272727272727,2.5818181818181816,1.3,5.045454545454545,0.8727272727272728,0.5363636363636364,1.190909090909091,2.372727272727273,1.4545454545454546,3.1363636363636362,3.4272727272727272,2.590909090909091,2.7090909090909094,2.7909090909090906,1.0363636363636364,0.20909090909090908,0.5454545454545455,1.8545454545454545,1.809090909090909,1.809090909090909,9.181818181818182
637758,44.04545454545455,7.290909090909091,1.5909090909090908,14.527272727272727,10.463636363636365,0.32727272727272727,0.5909090909090909,3.0,1.8727272727272728,4.281818181818182,1.9181818181818182,2.672727272727273,3.7454545454545456,2.181818181818182,1.7545454545454544,1.4727272727272727,1.7999999999999998,0.8,1.1818181818181819,4.581818181818182,7.918181818181819
7654,44.00909090909091,3.7181818181818183,0.32727272727272727,9.436363636363636,1.6818181818181819,0.03636363636363636,1.1090909090909091,3.090909090909091,3.1545454545454543,4.327272727272727,2.672727272727273,3.4090909090909087,2.772727272727273,3.1,1.4454545454545453,1.5545454545454545,1.3181818181818181,0.6727272727272727,1.5727272727272728,9.427272727272728,7.554545454545454
7657,48.68181818181818,7.945454545454546,5.945454545454545,17.663636363636364,7.40909090909091,0.01818181818181818,1.2545454545454546,3.663636363636363,1.7454545454545456,3.1363636363636362,1.6272727272727272,2.381818181818182,3.4000000000000004,3.0272727272727273,0.7181818181818181,1.890909090909091,1.6636363636363636,2.2545454545454544,0.8454545454545455,7.1,8.5
61005,31.018181818181816,1.8363636363636364,0.6,7.654545454545454,0.7636363636363637,0.2636363636363636,0.32727272727272727,1.9727272727272729,2.4363636363636365,2.745454545454545,1.190909090909091,4.545454545454546,3.1454545454545455,3.6454545454545455,1.1818181818181819,3.3090909090909086,1.7636363636363637,2.6454545454545455,1.3636363636363635,3.972727272727273,11.918181818181818
7695,47.71818181818182,4.036363636363636,2.672727272727273,14.036363636363635,6.309090909090909,0.09090909090909091,0.6090909090909091,2.4454545454545453,2.3,4.845454545454545,1.0727272727272728,2.4181818181818184,4.2,5.918181818181818,0.9272727272727272,1.0272727272727271,2.8363636363636364,1.4363636363636363,0.9272727272727272,5.945454545454545,8.481818181818182
5315892,39.88181818181818,4.2272727272727275,4.454545454545455,12.336363636363638,3.5272727272727273,0.890909090909091,1.7363636363636363,8.263636363636364,1.1454545454545455,9.036363636363637,3.4090909090909087,2.5454545454545454,4.963636363636364,7.163636363636364,3.2363636363636363,3.3363636363636364,3.663636363636363,2.0,1.1090909090909091,8.799999999999999,9.290909090909091
7720,20.327272727272728,3.2545454545454544,1.1818181818181819,2.6090909090909093,0.9090909090909091,1.9636363636363636,3.8818181818181823,1.6818181818181819,1.8272727272727274,10.89090909090909,4.909090909090909,5.181818181818182,2.7090909090909094,11.645454545454545,7.4818181818181815,5.654545454545454,6.372727272727273,0.42727272727272725,2.0272727272727273,0.7727272727272727,10.181818181818182
7731,45.581818181818186,3.272727272727273,1.690909090909091,10.854545454545454,2.7,1.090909090909091,1.0181818181818183,5.6454545454545455,3.4454545454545453,7.00909090909091,3.0454545454545454,3.190909090909091,3.2090909090909094,3.872727272727273,1.7363636363636363,2.8727272727272726,2.3363636363636364,2.309090909090909,2.6272727272727274,7.9,6.2727272727272725
5363233,24.327272727272728,0.7545454545454545,0.0,2.381818181818182,0.5545454545454546,0.5727272727272728,1.3272727272727274,2.4545454545454546,4.581818181818182,2.2363636363636363,5.536363636363636,4.754545454545454,3.036363636363636,4.345454545454546,2.0,3.518181818181818,1.8545454545454545,4.254545454545455,3.5909090909090913,1.009090909090909,7.527272727272727
61523,35.19090909090909,2.7636363636363637,1.6818181818181819,7.736363636363637,3.4090909090909087,0.36363636363636365,0.2363636363636364,2.2818181818181817,0.7000000000000001,2.2181818181818183,2.0,2.090909090909091,3.290909090909091,4.3909090909090915,0.9545454545454546,1.1181818181818182,0.7545454545454545,0.8818181818181818,2.1272727272727274,4.772727272727273,4.972727272727273
7749,31.290909090909093,4.1090909090909085,2.3454545454545452,7.50909090909091,3.490909090909091,1.5363636363636364,1.8363636363636364,2.8363636363636364,3.1545454545454543,6.327272727272727,2.672727272727273,4.245454545454545,4.3545454545454545,8.045454545454547,3.0090909090909093,4.490909090909091,3.6999999999999997,1.2636363636363637,1.5818181818181818,2.3636363636363638,12.054545454545455
7761,60.263636363636365,13.5,5.681818181818182,25.436363636363634,16.118181818181817,0.1181818181818182,0.3181818181818182,1.8727272727272728,2.5454545454545454,2.8909090909090907,0.9181818181818182,2.0,5.3545454545454545,1.1454545454545455,0.5,0.1272727272727273,1.4636363636363636,0.8545454545454545,1.6727272727272726,6.281818181818181,4.336363636363636
7762,55.50000000000001,15.518181818181818,5.9818181818181815,23.227272727272727,17.845454545454544,0.36363636363636365,0.3727272727272727,1.9181818181818182,1.7999999999999998,5.790909090909091,1.9636363636363636,2.0,4.0636363636363635,1.1454545454545455,2.0363636363636366,1.6454545454545455,3.1454545454545455,0.7272727272727273,1.0818181818181818,6.4,7.6
7765,31.5,1.9727272727272729,1.8454545454545457,6.372727272727273,2.090909090909091,0.3090909090909091,0.5909090909090909,1.8272727272727274,2.7636363636363637,2.6272727272727274,2.5727272727272728,2.8909090909090907,2.9909090909090907,3.0272727272727273,0.5363636363636364,2.7636363636363637,0.35454545454545455,0.9727272727272727,0.8454545454545455,1.7727272727272727,11.672727272727272
7768,26.96363636363636,0.3,0.4090909090909091,2.0454545454545454,0.15454545454545454,1.0272727272727271,1.4727272727272727,2.4454545454545453,3.9272727272727272,4.545454545454546,2.190909090909091,3.463636363636364,2.6272727272727274,5.618181818181818,2.272727272727273,2.8727272727272726,3.3545454545454545,3.4454545454545453,1.1090909090909091,2.590909090909091,6.1909090909090905
7770,33.445454545454545,3.318181818181818,2.1454545454545455,9.209090909090909,6.7,1.6545454545454543,1.1636363636363636,3.9272727272727272,1.090909090909091,9.490909090909092,3.463636363636364,1.7727272727272727,4.236363636363636,8.272727272727273,6.59090909090909,3.954545454545454,4.463636363636363,1.2,0.9090909090909091,2.3181818181818183,5.536363636363636
1549026,27.40909090909091,1.690909090909091,2.3636363636363638,3.127272727272727,1.5818181818181818,0.6545454545454545,0.3090909090909091,0.18181818181818182,0.9272727272727272,4.090909090909091,2.1272727272727274,1.4000000000000001,1.981818181818182,2.3636363636363638,0.7000000000000001,1.6181818181818182,0.8363636363636363,1.009090909090909,1.0454545454545454,0.7272727272727273,2.8000000000000003
61527,24.87272727272727,2.463636363636364,1.709090909090909,5.3090909090909095,0.8999999999999999,0.6363636363636364,1.4000000000000001,2.7818181818181817,1.5363636363636364,1.690909090909091,3.4000000000000004,0.8818181818181818,2.918181818181818,5.263636363636364,2.1999999999999997,2.5727272727272728,2.9727272727272727,2.3363636363636364,1.5636363636363635,0.6909090909090909,4.454545454545455
235414,48.02727272727273,1.6545454545454543,1.3181818181818181,14.218181818181819,2.6818181818181817,0.00909090909090909,0.00909090909090909,1.4545454545454546,3.0090909090909093,0.5818181818181818,0.18181818181818182,1.6818181818181819,4.2727272727272725,2.7090909090909094,0.6909090909090909,1.4909090909090907,1.6,1.3909090909090909,1.2,11.59090909090909,7.1818181818181825
7792,27.700000000000003,0.027272727272727275,0.0,5.045454545454545,3.663636363636363,0.2818181818181818,0.890909090909091,2.209090909090909,4.536363636363636,3.954545454545454,0.7363636363636363,3.509090909090909,1.8272727272727274,2.772727272727273,1.0454545454545454,3.9272727272727272,2.4909090909090907,2.0636363636363635,1.6727272727272726,4.190909090909091,12.454545454545455
637566,51.63636363636363,3.6999999999999997,1.8545454545454545,12.027272727272727,6.9363636363636365,0.0,1.8454545454545457,4.054545454545455,2.6454545454545455,4.5181818181818185,2.481818181818182,3.663636363636363,2.672727272727273,4.281818181818182,1.3727272727272726,2.0363636363636366,2.4909090909090907,3.8909090909090907,3.5909090909090913,6.372727272727273,12.290909090909091
643820,43.67272727272727,4.1454545454545455,4.1090909090909085,10.9,6.345454545454546,0.4454545454545455,1.8727272727272728,5.954545454545455,4.3545454545454545,3.227272727272727,1.4363636363636363,4.154545454545454,2.3454545454545452,3.2363636363636363,0.7454545454545454,2.936363636363636,1.4272727272727272,1.5636363636363635,2.209090909090909,5.290909090909091,7.4363636363636365
7795,36.03636363636364,3.9818181818181815,2.8000000000000003,13.318181818181818,7.427272727272727,0.5545454545454546,1.2454545454545454,2.5818181818181816,2.409090909090909,5.3,1.4272727272727272,1.281818181818182,1.9454545454545453,2.2363636363636363,1.0454545454545454,1.3,2.3636363636363638,1.309090909090909,2.381818181818182,4.127272727272727,6.263636363636365
7797,50.9,8.581818181818182,3.781818181818182,19.972727272727273,11.072727272727272,0.4909090909090909,1.0999999999999999,4.709090909090909,1.4727272727272727,4.163636363636364,0.8999999999999999,2.009090909090909,5.136363636363636,1.6,0.38181818181818183,1.309090909090909,1.1636363636363636,1.0272727272727271,1.1090909090909091,8.690909090909091,7.554545454545454
7799,52.7,7.636363636363637,0.4909090909090909,20.909090909090907,12.036363636363637,0.7636363636363637,1.0363636363636364,2.190909090909091,2.190909090909091,2.809090909090909,0.7909090909090909,1.1545454545454545,4.445454545454545,1.0727272727272728,0.3090909090909091,0.05454545454545455,0.6818181818181818,1.2090909090909092,2.7818181818181817,8.0,4.881818181818182
7803,31.172727272727276,2.3909090909090907,0.3909090909090909,10.00909090909091,2.0272727272727273,0.20909090909090908,0.7545454545454545,2.881818181818182,3.581818181818182,2.3363636363636364,1.2909090909090908,5.418181818181819,2.9000000000000004,2.7636363636363637,1.6545454545454543,2.2545454545454544,1.4545454545454546,1.8727272727272728,1.1545454545454545,4.2,14.609090909090911
2879,30.236363636363638,0.7454545454545454,0.2545454545454546,1.7545454545454544,0.6,0.6545454545454545,0.7636363636363637,3.0818181818181816,4.263636363636364,4.8545454545454545,7.4818181818181815,6.5636363636363635,5.5636363636363635,11.290909090909091,4.709090909090909,11.245454545454546,7.4363636363636365,4.545454545454546,2.372727272727273,2.8454545454545457,20.336363636363636
7820,41.699999999999996,6.1909090909090905,1.4090909090909092,11.463636363636363,5.318181818181818,0.05454545454545455,0.3090909090909091,2.327272727272727,3.227272727272727,5.872727272727272,1.8545454545454545,6.3,4.081818181818182,2.6545454545454548,1.1090909090909091,4.963636363636364,3.6363636363636362,0.4727272727272728,2.3454545454545452,3.6909090909090914,20.127272727272725
246728,42.972727272727276,6.663636363636363,1.2272727272727273,14.709090909090907,8.572727272727272,0.045454545454545456,1.0181818181818183,5.218181818181819,3.5727272727272728,5.763636363636364,1.1363636363636365,2.7636363636363637,2.4727272727272727,4.2,2.881818181818182,1.781818181818182,2.4454545454545453,3.418181818181818,0.5363636363636364,3.7181818181818183,9.145454545454545
7824,42.663636363636364,8.554545454545455,1.8454545454545457,16.672727272727272,7.527272727272727,0.35454545454545455,0.7272727272727273,3.0090909090909093,2.009090909090909,7.918181818181819,0.8545454545454545,4.163636363636364,2.5818181818181816,1.7454545454545456,0.7454545454545454,2.209090909090909,1.009090909090909,0.4090909090909091,2.672727272727273,4.918181818181818,9.3
7826,38.1,4.909090909090909,1.0999999999999999,14.027272727272727,8.309090909090909,0.6545454545454545,1.2909090909090908,1.981818181818182,4.263636363636364,5.127272727272728,2.6,1.5272727272727273,1.3272727272727274,2.518181818181818,0.6363636363636364,1.3181818181818181,1.981818181818182,1.8454545454545457,4.463636363636363,5.109090909090909,6.081818181818182
14104,26.863636363636363,1.0363636363636364,0.5272727272727272,1.0818181818181818,0.3,0.0,1.5727272727272728,6.890909090909091,1.0,1.7363636363636363,3.1363636363636362,4.590909090909091,3.709090909090909,0.990909090909091,0.5818181818181818,0.9545454545454546,1.4363636363636363,2.4181818181818184,0.6909090909090909,1.9363636363636365,10.336363636363636
7894,23.063636363636363,1.481818181818182,1.090909090909091,1.4363636363636363,0.03636363636363636,1.1727272727272726,2.018181818181818,0.9818181818181818,1.3181818181818181,2.518181818181818,1.0636363636363637,3.390909090909091,2.1545454545454543,4.3999999999999995,2.3181818181818183,1.0999999999999999,1.090909090909091,0.7727272727272727,0.8545454545454545,0.8363636363636363,5.618181818181818
264,18.09090909090909,2.481818181818182,0.8818181818181818,1.2363636363636363,0.03636363636363636,2.481818181818182,5.081818181818182,3.727272727272727,0.6454545454545454,18.027272727272727,5.536363636363636,4.309090909090909,4.072727272727273,14.299999999999999,11.1,6.027272727272727,13.8,1.7727272727272727,1.309090909090909,0.890909090909091,8.245454545454546
239,33.763636363636365,3.536363636363636,1.3818181818181818,8.572727272727272,2.0727272727272728,1.0272727272727271,2.3909090909090907,3.518181818181818,1.7181818181818183,4.3,2.2636363636363637,1.509090909090909,2.672727272727273,3.5999999999999996,0.8454545454545455,0.5,1.281818181818182,1.8181818181818181,2.1636363636363636,4.9363636363636365,4.772727272727273
7915,24.69090909090909,1.559090909090909,0.8363636363636363,3.963636363636364,0.890909090909091,0.2545454545454546,1.0863636363636364,2.0363636363636366,2.3181818181818183,2.559090909090909,0.9318181818181818,2.1636363636363636,2.0954545454545457,2.381818181818182,0.6954545454545454,1.3318181818181818,0.740909090909091,1.0272727272727271,2.559090909090909,2.7909090909090906,8.013636363636364
7916,20.20909090909091,1.281818181818182,0.8363636363636363,2.963636363636364,0.7727272727272727,0.7090909090909091,1.509090909090909,1.7636363636363637,1.809090909090909,4.736363636363636,0.9818181818181818,0.5909090909090909,1.3,3.1636363636363636,0.7000000000000001,0.4909090909090909,2.0454545454545454,0.5727272727272728,0.4,0.8727272727272728,2.372727272727273
7921,27.063636363636363,2.7818181818181817,3.2090909090909094,5.190909090909091,0.5636363636363636,0.5272727272727272,1.2090909090909092,2.2181818181818183,0.8181818181818182,1.790909090909091,0.027272727272727275,1.5727272727272728,2.9454545454545453,3.6545454545454548,1.1818181818181819,0.8999999999999999,0.48181818181818176,0.6636363636363637,1.1545454545454545,1.0181818181818183,3.2818181818181817
7937,30.3,3.772727272727273,1.8454545454545457,2.909090909090909,0.5727272727272728,2.690909090909091,1.5818181818181818,3.5727272727272728,3.290909090909091,8.327272727272728,6.5636363636363635,9.463636363636363,4.3999999999999995,4.845454545454545,3.681818181818182,5.590909090909091,6.2,3.9,1.7999999999999998,1.1363636363636365,19.2
7967,32.845454545454544,2.3909090909090907,0.75,5.581818181818181,0.8590909090909091,0.33636363636363636,1.0636363636363637,2.004545454545455,4.463636363636363,2.8363636363636364,2.5227272727272725,5.763636363636364,2.377272727272727,2.827272727272727,1.6272727272727272,4.290909090909091,1.2,1.1954545454545453,0.5318181818181819,2.1772727272727272,15.618181818181817
7969,16.354545454545455,2.7818181818181817,1.5272727272727273,0.9363636363636364,0.3909090909090909,2.9000000000000004,4.963636363636364,5.336363636363636,0.5909090909090909,4.6818181818181825,3.2545454545454544,1.1636363636363636,4.236363636363636,5.472727272727273,2.381818181818182,2.5,3.772727272727273,0.5818181818181818,0.7909090909090909,1.0999999999999999,4.3545454545454545
61024,27.445454545454545,2.1999999999999997,1.3727272727272726,3.563636363636364,1.090909090909091,0.07272727272727272,1.4636363636363636,1.790909090909091,0.6909090909090909,2.0727272727272728,0.5727272727272728,1.518181818181818,1.0454545454545454,2.9909090909090907,1.2363636363636363,0.9727272727272727,0.01818181818181818,1.4000000000000001,1.4909090909090907,1.9545454545454546,3.809090909090909
8038,42.07272727272727,5.5,1.0545454545454545,11.5,6.654545454545454,0.1090909090909091,0.1181818181818182,0.6272727272727273,4.327272727272727,2.090909090909091,0.6909090909090909,6.318181818181818,0.5454545454545455,1.8818181818181818,0.20909090909090908,3.0090909090909093,1.2181818181818183,1.3727272727272726,0.24545454545454545,4.8090909090909095,15.7
7983,34.736363636363635,7.4363636363636365,1.3909090909090909,11.072727272727272,6.1909090909090905,1.1363636363636365,2.481818181818182,1.8454545454545457,2.9727272727272727,6.218181818181818,1.8363636363636364,1.8454545454545457,3.463636363636364,4.663636363636363,3.290909090909091,2.590909090909091,4.545454545454546,1.1636363636363636,2.481818181818182,3.9454545454545458,5.7272727272727275
61027,26.890909090909094,1.090909090909091,0.9636363636363635,4.636363636363637,1.3727272727272726,2.4363636363636365,1.5272727272727273,2.5454545454545454,3.3545454545454545,3.709090909090909,7.2727272727272725,3.227272727272727,6.2,3.5000000000000004,1.7545454545454544,0.8727272727272728,2.563636363636364,2.3909090909090907,0.8727272727272728,1.190909090909091,7.6
7991,18.054545454545455,2.181818181818182,1.0,3.6272727272727274,0.890909090909091,0.9727272727272727,2.0363636363636366,1.690909090909091,1.981818181818182,7.918181818181819,1.6727272727272726,2.727272727272727,1.927272727272727,7.318181818181818,4.054545454545455,2.809090909090909,4.590909090909091,2.090909090909091,1.6363636363636365,0.6909090909090909,5.745454545454545
7997,29.409090909090907,2.2454545454545456,0.5090909090909091,2.7090909090909094,0.3,0.07272727272727272,0.17272727272727273,2.4909090909090907,1.5,4.254545454545455,0.5181818181818182,5.227272727272727,1.0,2.6818181818181817,1.0272727272727271,4.3545454545454545,1.0454545454545454,1.3363636363636364,1.790909090909091,2.936363636363636,9.427272727272728
8007,24.863636363636363,1.9,1.4363636363636363,3.7454545454545456,0.7272727272727273,0.2636363636363636,1.5636363636363635,3.172727272727273,1.4272727272727272,0.9272727272727272,0.6818181818181818,2.1545454545454543,0.9181818181818182,4.927272727272728,2.727272727272727,1.9909090909090907,0.2,2.9000000000000004,1.0999999999999999,2.172727272727273,3.609090909090909
8025,22.163636363636364,1.5636363636363635,0.6454545454545454,3.6909090909090914,2.009090909090909,0.35454545454545455,1.1545454545454545,2.590909090909091,1.481818181818182,2.463636363636364,1.3181818181818181,1.7454545454545456,0.9454545454545455,5.163636363636363,2.3545454545454545,1.7636363636363637,1.6272727272727272,1.5363636363636364,2.2636363636363637,2.3,9.554545454545455
8030,22.672727272727272,4.872727272727273,1.8272727272727274,1.781818181818182,0.4772727272727273,2.8181818181818183,7.3954545454545455,5.781818181818181,0.9181818181818182,5.0227272727272725,2.768181818181818,1.5454545454545454,2.5045454545454544,5.3,2.9863636363636363,2.3454545454545452,4.431818181818182,1.2909090909090908,1.8590909090909091,1.4909090909090907,2.090909090909091
1110,25.009090909090908,1.4454545454545453,0.045454545454545456,3.8909090909090907,1.0818181818181818,0.8545454545454545,3.118181818181818,1.4181818181818182,1.809090909090909,9.581818181818182,2.2272727272727275,3.4545454545454546,1.4363636363636363,9.081818181818182,6.763636363636364,2.4363636363636365,1.3545454545454547,2.172727272727273,0.2545454545454546,1.0999999999999999,6.645454545454546
444972,24.736363636363638,2.290909090909091,0.5,4.254545454545455,0.8545454545454545,0.7545454545454545,1.3,3.1545454545454543,1.609090909090909,7.1,2.2636363636363637,1.090909090909091,1.7454545454545456,5.800000000000001,3.245454545454545,1.518181818181818,1.8545454545454545,1.5909090909090908,2.1999999999999997,0.8727272727272728,5.345454545454546
8042,23.836363636363636,1.5363636363636364,0.9727272727272727,3.2363636363636363,0.5636363636363636,0.0,1.1181818181818182,1.9636363636363636,1.8727272727272728,2.0545454545454542,2.1999999999999997,1.6818181818181819,2.672727272727273,1.9454545454545453,2.181818181818182,0.9090909090909091,1.190909090909091,1.8818181818181818,0.5636363636363636,1.6272727272727272,6.618181818181817
8048,41.090909090909086,4.545454545454546,2.3545454545454545,12.345454545454546,7.00909090909091,0.18181818181818182,0.6727272727272727,2.172727272727273,1.9090909090909092,4.827272727272727,1.5545454545454545,1.9363636363636365,2.590909090909091,4.027272727272727,1.4636363636363636,1.1818181818181819,0.5454545454545455,1.009090909090909,1.790909090909091,5.163636363636363,4.590909090909091
8049,42.981818181818184,6.381818181818182,1.9,17.936363636363637,8.745454545454546,0.00909090909090909,0.27272727272727276,1.6454545454545455,2.209090909090909,2.181818181818182,0.3,2.6090909090909093,2.5090909090909093,0.3090909090909091,0.7090909090909091,2.0272727272727273,1.3545454545454547,0.4,1.9727272727272729,5.672727272727273,4.381818181818182
