,CID,IsomericSMILES,AATSC0i,ATSC3c,NaaS,PEOE_VSA4,FCSP3,C1SP2,EState_VSA4,ATSC7d,NssS,SaaNH,nAHRing,JGI3,nCl,Xch-7dv,AATSC1v,RPCG,SMR_VSA6,SaaO,AATS1m,ATSC5se,JGI8,NdssC,JGI6,nBase,ATSC3m,nFaHRing,n8FHRing,IC2,n9FARing,NdsCH,n8FRing,JGI7,EState_VSA3,PEOE_VSA10,JGI4,C2SP1,ATSC2dv,PEOE_VSA2,n10FAHRing,PEOE_VSA3,ATSC6se,NssNH,n8FARing,SdsN,NdCH2,SsssN,JGI5,EState_VSA6,IC0,BalabanJ,NtN,SlogP_VSA11,PEOE_VSA9,n8FAHRing
10,244,C1=CC=C(C=C1)CO,1.347902661977483,0.04320930338172823,0,0.0,0.14285714285714285,0,5.563451491696996,0.25,0,0.0,0,0.026785714285714284,0,0.022680460581325723,2.6174478002562935,0.2949157771522917,0.0,0.0,81.43059024999998,-0.09993950000000006,0.0,0,0.0,0,-80.05279387499996,0,0,2.8522170014624826,0,0,0,0.0,0.0,0.0,0.05037037037037037,0,-19.109375,0.0,0,0.0,-0.055305625000000136,0,0,0.0,0,0.0,0.0625,0.0,1.271782221599798,2.1250162554146717,0,0.0,6.606881964512918,0
11,240,C1=CC=C(C=C1)C=O,1.3700282395869987,0.014268313860890135,0,0.0,0.0,1,11.849612014826551,0.0,0,0.0,0,0.026785714285714284,0,0.018518518518518517,-3.672946671737748e-15,0.254918064639622,0.0,0.0,91.0468117142857,-0.18378710204081566,0.0,0,0.0,0,-62.1411441020408,0,0,2.6384600665861555,0,1,0,0.0,0.0,6.286160523129555,0.05037037037037037,0,-18.0,4.794537184071822,0,0.0,-0.11560367346938741,0,0,0.0,0,0.0,0.0625,12.13273413692322,1.2958363892911637,2.1250162554146717,0,0.0,0.0,0
12,7519,COC1=CC=CC=C1,1.347902661977483,0.018243217611931963,0,0.0,0.14285714285714285,0,5.749511833283905,0.75,0,0.0,0,0.026785714285714284,0,0.013094570021973102,-2.886578070272237,0.1653248172183364,7.109797541277533,0.0,84.17308799999998,-0.0022983750000007963,0.0,0,0.0,0,-131.65427362499997,0,0,2.6800365325772657,0,0,0,0.0,0.0,5.749511833283905,0.05037037037037037,0,-14.359375,0.0,0,0.0,0.0965006249999992,0,0,0.0,0,0.0,0.0625,7.109797541277533,1.271782221599798,2.1250162554146717,0,5.749511833283905,7.109797541277533,0
13,7559,COC(=O)CC1=CC=CC=C1,1.3426112511890915,-0.04447551152410848,0,0.0,0.2222222222222222,1,5.563451491696996,0.47392290249433,0,0.0,0,0.03977272727272727,0,0.022680460581325723,-2.153155302513955,0.29176330097545455,7.109797541277533,0.0,88.1750388095238,-0.29198693877550996,0.0,1,0.025102040816326533,0,-315.7672891836736,0,0,3.291392876170962,0,0,0,0.027777777777777776,6.4208216229260096,0.0,0.03888888888888889,0,-17.147392290249435,4.794537184071822,0,0.0,-0.5458083265306113,0,0,0.0,0,0.0,0.016865079365079364,0.0,1.3566695198333112,2.1324849608098977,0,0.0,13.530619164203543,0
14,7583,C1=CC=C(C=C1)OC2=CC=CC=C2,1.3662404304506033,-0.012224210195937652,0,0.0,0.0,0,11.49902366656781,0.2570888468809076,0,0.0,0,0.02678571428571428,0,0.026189140043946204,0.25687961393993014,0.14215588077083632,0.0,0.0,93.19034625,-0.2068542911153118,0.0,0,0.009795918367346938,0,-111.26263373913046,0,0,2.1440377841787277,0,0,0,0.012152777777777776,0.0,11.49902366656781,0.03022222222222222,0,-8.58979206049149,0.0,0,0.0,0.007492688090736774,0,0,0.0,0,0.0,0.0013888888888888896,0.0,1.208830175294948,1.6872141191211394,0,11.49902366656781,0.0,0
15,7593,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,1.3682686917711944,-0.09201362637827053,0,0.0,0.13333333333333333,0,11.126902983393991,-0.7200000000000001,0,0.0,0,0.04166666666666667,0,0.045360921162651446,1.671155028625315,0.14297252936888727,0.0,0.0,86.12545667741936,-0.20288447999999867,0.004031242126480223,1,0.01673469387755102,0,-518.06960216,0,0,2.7492553971685,0,0,0,0.0006944444444444448,12.841643245852019,5.783244946364939,0.03081481481481482,0,-37.973333333333336,4.794537184071822,0,0.0,-0.2631878399999992,0,0,0.0,0,0.0,0.016865079365079364,0.0,1.1766796675107107,1.6375981036696632,0,0.0,0.0,0
16,60998,CC(C)COC(=O)CC1=CC=CC=C1,1.314527977316194,-0.03160198201515952,0,0.0,0.4166666666666667,1,5.563451491696996,-3.3377777777777786,0,0.0,0,0.040178571428571425,0,0.022680460581325723,-1.642142191088208,0.26057841720439046,6.606881964512918,0.0,78.57035686666669,-0.36257952000000065,0.010733182161753587,1,0.022755102040816322,0,-386.55847920000014,0,0,3.6444138295776116,0,0,0,0.015128968253968252,18.94560963360032,0.0,0.04592592592592593,0,4.857777777777785,4.794537184071822,0,0.0,-1.1691904000000006,0,0,0.0,0,0.0,0.009837962962962962,0.0,1.272905595320056,2.0855464146115468,0,0.0,13.027703587438928,0
17,60999,C1=CC=C(C=C1)CC(=O)OCC2=CC=CC=C2,1.3681914470487628,-0.04209248150523899,0,0.0,0.13333333333333333,1,11.126902983393991,-0.3933402705515088,0,0.0,0,0.02631578947368421,0,0.045360921162651446,0.2874154996270972,0.2279432318575295,0.0,0.0,90.9360316875,-0.41176759209157,0.0008566389518770464,1,0.014065934065934062,0,-394.37916930697196,0,0,3.1242267635094376,0,0,0,0.010416666666666666,13.027703587438928,6.606881964512918,0.03614814814814815,0,-29.972944849115503,4.794537184071822,0,0.0,-0.820393798126949,0,0,0.0,0,0.0,0.013888888888888886,0.0,1.279798638034158,1.5720705973455025,0,0.0,6.4208216229260096,0
18,7601,C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,1.364558366907708,-0.10100600719572844,0,0.0,0.1875,1,11.984273114623004,-0.12110726643598647,0,0.0,0,0.03125,0,0.045360921162651446,0.32518497238779664,0.22035877411969054,6.606881964512918,0.0,87.95518031428576,-0.5614547820069212,0.00781053162005543,1,0.011486880466472303,0,-394.8838099515571,0,0,3.360137666156205,0,0,0,0.009114583333333334,13.027703587438928,0.0,0.02388888888888889,0,-30.200692041522487,4.794537184071822,0,0.0,-0.48161771626297634,0,0,0.0,0,0.0,0.01759259259259259,0.0,1.2639334294856335,1.5170137355714666,0,0.0,13.027703587438928,0
19,5541,CC(=O)OCC(COC(=O)C)OC(=O)C,1.1760386261751363,0.13029988592339506,0,0.0,0.6666666666666666,3,0.0,-8.594530321046374,0,0.0,0,0.04464285714285714,0,0.0,-7.873475927660464,0.14164498311888793,13.213763929025836,0.0,93.58199064285718,2.3212032675386447,0.0,3,0.03139717425431711,0,-943.9798167776457,0,0,2.968533149628565,0,0,0,0.010416666666666666,0.0,13.213763929025836,0.04799999999999999,0,-6.0,14.383611552215466,0,0.0,-1.0230370606420929,0,0,0.0,0,0.0,0.024305555555555552,0.0,1.5013579287098409,3.8356926683425128,0,0.0,0.0,0
20,7632,CC(C)(CCC1=CC=CC=C1)O,1.3052699232215648,-0.11900776222883752,0,0.0,0.45454545454545453,0,12.841643245852019,-1.2244897959183665,0,0.0,0,0.02840909090909091,0,0.022680460581325723,1.3039850670656037,0.24480706286595594,0.0,0.0,70.60009400000003,0.2627710816326526,0.0,0,0.020524781341107877,0,-929.374055,0,0,3.454701244167346,0,0,0,0.027777777777777776,0.0,0.0,0.05888888888888889,0,-22.39285714285714,0.0,0,0.0,-0.13482759183673446,0,0,0.0,0,0.0,0.03472222222222222,0.0,1.1625782147358088,2.1313937499443556,0,0.0,5.601050810983688,0
21,7635,CCCCC(CC)COC(=O)C,1.1763453284353114,-0.03227576916044302,0,0.0,0.9,1,6.4208216229260096,1.484375,0,0.0,0,0.034090909090909095,0,0.0,-4.908009490750891,0.2843892991285932,6.606881964512918,0.0,63.63699016129032,-0.19505224999999987,0.0,1,0.011661807580174929,0,-134.86770746874993,0,0,3.429229296672175,0,0,0,0.020833333333333332,12.52478801067431,0.0,0.04000000000000001,0,10.0,4.794537184071822,0,0.0,-0.40589024999999984,0,0,0.0,0,0.0,0.027777777777777776,0.0,1.198192411043098,3.3892722494384446,0,0.0,6.606881964512918,0
22,637758,CCOC(=O)/C=C/C1=CC=CC=C1,1.3503029962832693,-0.027827949038678072,0,0.0,0.18181818181818182,1,5.563451491696996,-3.510400000000001,0,0.0,0,0.02403846153846154,0,0.018518518518518517,-1.8010725060249146,0.29779676935722305,6.606881964512918,0.0,86.57672932000001,-0.22827705599999948,0.010917947425883931,1,0.01030612244897959,0,-29.01678868000001,0,0,3.317405811425517,0,2,0,0.011863425925925925,6.606881964512918,0.0,0.031111111111111114,0,7.424000000000003,0.0,0,4.794537184071822,-0.3661665279999987,0,0,0.0,0,0.0,0.022376543209876542,12.999757306524504,1.3209242772281589,2.0271479076724375,0,0.0,6.606881964512918,0
23,7654,CC(=O)OCCC1=CC=CC=C1,1.3319764761990542,-0.08890832416386461,0,0.0,0.3,1,6.4208216229260096,-2.0,0,0.0,0,0.02840909090909091,0,0.022680460581325723,-1.9542887435166172,0.28320006445683515,6.606881964512918,0.0,84.17308800000002,-0.18159111111111104,0.02040816326530612,1,0.020291545189504375,0,-423.07092069444445,0,0,3.5383201891060003,0,0,0,0.013194444444444446,6.606881964512918,0.0,0.01888888888888889,0,-17.555555555555557,4.794537184071822,0,0.0,0.0040515555555554784,0,0,0.0,0,0.0,0.028769841269841268,0.0,1.3250112108241772,1.9767748031928756,0,0.0,6.606881964512918,0
24,7657,C1=CC=C(C=C1)COCC2=CC=CC=C2,1.3666421639634831,0.05420368657620488,0,0.0,0.14285714285714285,0,0.0,-1.4221165279429255,0,0.0,0,0.015625,0,0.045360921162651446,0.391282666721923,0.07097344738350914,0.0,0.0,85.78416346666671,-0.2636538787158144,0.004031242126480223,0,0.012081632653061222,0,-303.03701777883475,0,0,2.625944582948242,0,0,0,0.0006944444444444448,13.213763929025836,0.0,0.012929292929292928,0,-40.51843043995244,0.0,0,0.0,-0.12118974554102253,0,0,0.0,0,0.0,0.018055555555555554,0.0,1.1819141738305752,1.5281104347361536,0,0.0,13.213763929025836,0
25,61005,CC(C)C(=O)OCCOC1=CC=CC=C1,1.3005090023785204,0.27819175027204135,0,0.0,0.4166666666666667,1,5.749511833283905,0.6961498439125912,0,0.0,0,0.02734375,0,0.013094570021973102,-3.147506028181972,0.2016402430341163,13.213763929025836,0.0,83.77982461290325,0.5938388928199789,0.011449847428683406,1,0.015782312925170065,0,-99.16133999791892,0,0,3.538896214227932,0,0,0,0.01871141975308642,13.213763929025836,18.963275762309742,0.028282828282828288,0,9.71592091571279,4.794537184071822,0,0.0,0.13030678043704416,0,0,0.0,0,0.0,0.014583333333333332,13.847474399381248,1.3485692939088962,1.9580562257436527,0,5.749511833283905,5.917906046161393,0
26,7695,CC(=O)OCC1=CC=C(C=C1)OC,1.316500662606469,0.004974973396450543,0,0.0,0.3,1,11.3129633249809,-0.08000000000000015,0,0.0,0,0.017857142857142856,0,0.030982085323622514,-3.7123807706483403,0.2217712516088088,7.109797541277533,0.0,90.40871876000003,0.2963458303999994,0.016460905349794233,1,0.017376093294460646,0,-506.2267104608,0,0,3.863465189601647,0,0,0,0.029513888888888888,6.606881964512918,12.356393797796823,0.054222222222222234,0,-18.310400000000005,4.794537184071822,0,0.0,0.34622412800000013,0,0,0.0,0,0.0,0.03549382716049383,7.109797541277533,1.4041074513870861,2.1023686894953846,0,5.749511833283905,7.109797541277533,0
27,5315892,C1=CC=C(C=C1)/C=C/CO,1.3551421296684985,0.007770588031950872,0,0.0,0.1111111111111111,0,5.563451491696996,0.75,0,0.0,0,0.020833333333333332,0,0.018518518518518517,2.1154886618062925,0.2538709040369443,6.606881964512918,0.0,80.78159309999998,0.11696879999999985,0.0,0,0.020136054421768707,0,-60.61252521999997,0,0,3.208694969562842,0,2,0,0.027777777777777776,0.0,0.0,0.025185185185185185,0,-20.840000000000003,0.0,0,0.0,-0.10343887999999987,0,0,0.0,0,0.0,0.018055555555555554,6.076020106833881,1.2344977967946407,2.017237221657055,0,0.0,6.606881964512918,0
28,7720,CCCCC(CC)CO,1.1408974313535492,0.04073054816956693,0,0.0,1.0,0,6.4208216229260096,2.0164609053497946,0,0.0,0,0.046875,0,0.0,-2.937454424335496,0.27870648268854087,6.606881964512918,0.0,54.76770476923077,-0.21375739917695463,0.0,0,0.0,0,40.30235053497944,0,0,3.06934027978099,0,0,0,0.0,12.52478801067431,0.0,0.026666666666666672,0,-8.15089163237311,0.0,0,0.0,-0.02884401646090559,0,0,0.0,0,0.0,0.027777777777777776,0.0,1.0860486123130382,3.0922461946023914,0,0.0,0.0,0
29,7731,CC1=CC=C(C=C1)OC,1.334705650749057,0.00043908896217554553,0,0.0,0.25,0,5.749511833283905,1.3462603878116337,0,0.0,0,0.027777777777777776,0,0.03911800806844064,-2.5348831408493298,0.1603739720559252,7.109797541277533,0.0,79.74987921052632,0.19232223822714567,0.0,0,0.0,0,-295.0559368864264,0,0,3.326360407952693,0,0,0,0.0,0.0,5.749511833283905,0.08555555555555558,0,-10.781163434903045,0.0,0,0.0,-0.26441294182825437,0,0,0.0,0,0.0,0.05902777777777778,7.109797541277533,1.2363864108712896,2.1804017457062086,0,5.749511833283905,7.109797541277533,0
30,5363233,CCCCCC/C=C/C(=O)C,1.2361962596502984,-0.02007535025311231,0,0.0,0.7,0,6.4208216229260096,-0.42925089179548204,0,0.0,0,0.03125,0,0.0,-3.2336525195470847,0.2127062541296368,0.0,0.0,61.01673792857141,-0.049139705112961105,0.016460905349794233,1,0.0163265306122449,0,-142.3743712425684,0,0,3.564540477736988,0,2,0,0.015625,0.0,0.0,0.02285714285714286,0,-5.249702734839476,4.794537184071822,0,0.0,-0.03825312722948897,0,0,0.0,0,0.0,0.018518518518518517,12.999757306524504,1.1242592373746325,2.7964218719764764,0,0.0,0.0,0
31,61523,C1=CC=C(C=C1)CCCCCO,1.3052699232215648,0.004404270510750162,0,0.0,0.45454545454545453,0,19.26246486877803,-1.6530612244897958,0,0.0,0,0.017045454545454544,0,0.022680460581325723,1.3039850670656017,0.2317177583082158,6.606881964512918,0.0,70.60009399999998,-0.044182061224489894,0.010917947425883931,0,0.010068027210884354,0,-64.79579499999996,0,0,3.5261298155959175,0,0,0,0.008680555555555556,6.606881964512918,0.0,0.01888888888888889,0,-16.39285714285714,0.0,0,0.0,-0.06414371428571432,0,0,0.0,0,0.0,0.012896825396825396,0.0,1.1625782147358088,1.9062207717184472,0,0.0,0.0,0
32,7749,CCC(=O)OCC,1.1382116738284762,0.0007114959938804,0,0.0,0.8,1,0.0,0.7785467128027685,0,0.0,0,0.05,0,0.0,-9.151236570557046,0.37949699464457887,6.606881964512918,0.0,70.647200625,-0.31160747404844263,0.0,1,0.0,0,52.23851660899649,0,0,2.939829017466402,0,0,0,0.0,13.027703587438928,0.0,0.026666666666666672,0,18.775086505190316,4.794537184071822,0,0.0,0.3643435847750865,0,0,0.0,0,0.0,0.0,13.847474399381248,1.3328204045850196,2.8318199660707846,0,0.0,6.606881964512918,0
33,7761,CCOC(=O)CC(=O)OCC,1.1623642730307513,-0.6005559260676664,0,0.0,0.7142857142857143,2,0.0,-1.9395085066162574,0,0.0,0,0.075,0,0.0,-8.280960875863256,0.21174286069928483,13.213763929025836,0.0,85.242067,-0.7189782684310025,0.0,2,0.00816326530612245,0,-72.43743879773164,0,0,2.9796586949993205,0,0,0,0.015625,0.0,6.4208216229260096,0.024000000000000004,0,25.02079395085067,9.589074368143644,0,0.0,-1.0387957051039698,0,0,0.0,0,0.0,0.027777777777777776,13.847474399381248,1.4509082837501823,3.317874055589367,0,0.0,13.213763929025836,0
34,7762,CCCC(=O)OCC,1.1508369018627587,-0.03037047070279785,0,0.0,0.8333333333333334,1,6.4208216229260096,1.6200000000000003,0,0.0,0,0.0625,0,0.0,-7.802189529917552,0.3552485308237684,6.606881964512918,0.0,68.35965826315787,-1.1568937599999982,0.0,1,0.0,0,63.32874599999991,0,0,3.246439344671016,0,0,0,0.0,13.027703587438928,0.0,0.016000000000000004,0,20.159999999999997,4.794537184071822,0,0.0,0.22982175999999854,0,0,0.0,0,0.0,0.027777777777777776,0.0,1.295461844238322,2.919612641438553,0,0.0,6.606881964512918,0
35,7765,CCOC(C)OCC,1.086651344512991,-0.09231304438203085,0,0.0,1.0,0,13.213763929025836,1.3388429752066113,0,0.0,0,0.0625,0,0.0,-10.475554629448865,0.19213003333900966,13.213763929025836,0.0,65.2832167142857,-0.45591623140495985,0.0,0,0.0,0,-127.25572047933889,0,0,2.5262804816836244,0,0,0,0.0,0.0,0.0,0.016000000000000004,0,-2.0,0.0,0,0.0,0.4011138181818133,0,0,0.0,0,0.0,0.027777777777777776,0.0,1.2406705316766884,2.919612641438553,0,0.0,0.0,0
36,7768,C1CCC(=O)NCC1,1.2990307952138822,-0.037611052739114456,0,0.0,0.8333333333333334,1,25.807221274690605,0.0,0,0.0,1,0.027777777777777776,0,0.04419417382415922,-0.9204951961835612,0.2878601101175588,6.544756405912575,0.0,72.90266757894737,-0.20755616620498615,0.0,1,0.0,0,-4.586074590027714,0,0,3.2210972500579564,0,0,0,0.0,0.0,0.0,0.0625,0,1.019390581717448,4.794537184071822,0,0.0,0.0,1,0,0.0,0,0.0,0.0,0.0,1.428794734004785,2.1659635854873978,0,0.0,0.0,0
37,7770,CCCC(=O)OCCC,1.1599130406570388,0.009172998321227978,0,0.0,0.8571428571428571,1,12.841643245852019,0.6748582230623817,0,0.0,0,0.05357142857142856,0,0.0,-6.799772746790381,0.33469375418519987,6.606881964512918,0.0,66.69599109090909,-0.9585544196597335,0.0,1,0.020408163265306124,0,114.27664048393197,0,0,3.2405282602167116,0,0,0,0.0,13.027703587438928,0.0,0.026666666666666672,0,23.289224952741034,4.794537184071822,0,0.0,-0.25872520226843126,0,0,0.0,0,0.0,0.013888888888888888,0.0,1.2646726793957221,2.9548225727898005,0,0.0,6.606881964512918,0
38,1549026,CC(=CCC/C(=C/COC(=O)C)/C)C,1.2504239308872998,-0.1099039975396485,0,0.0,0.5833333333333334,1,12.841643245852019,0.2214532871972321,0,0.0,0,0.05208333333333334,0,0.0,-4.180041536378914,0.2532539527754795,6.606881964512918,0.0,68.52348293939394,-0.19409528027681755,0.00987654320987654,3,0.011131725417439703,0,-742.5719830449827,0,0,3.3293911497557116,0,2,0,0.015624999999999998,6.606881964512918,6.606881964512918,0.021818181818181827,0,-16.546712802768173,4.794537184071822,0,0.0,0.11832712802768092,0,0,0.0,0,0.0,0.03888888888888888,0.0,1.2210477851797181,3.2339064739238546,0,0.0,0.0,0
39,61527,CC1=CC(=C(O1)C)C(=O)C,1.3157611619122487,-0.20984809907926338,0,0.0,0.375,0,5.760247418874442,2.25,0,0.0,0,0.10858585858585859,0,0.0796710216776573,-2.373853721021632,0.20810852692122023,0.0,5.154953703703704,85.37058469999998,-0.7018075199999998,0.0,1,0.0,0,-550.2063788300003,0,0,2.795461844238322,0,0,0,0.0,11.323698910571437,11.520494837748885,0.051250000000000004,0,17.060000000000002,4.794537184071822,0,0.0,0.07057667999999659,0,0,0.0,0,0.0,0.0,12.990104268152233,1.3609640474436813,2.4627989989560555,0,0.0,5.563451491696996,0
40,235414,C1CCCCCCCOC(=O)CCCCCC1,1.2162441527667758,-0.008582921913436894,0,0.0,0.9333333333333333,1,12.841643245852019,-0.2844444444444444,0,0.0,1,0.013888888888888888,0,0.0,-1.251704167467095,0.23330226657459194,6.606881964512918,0.0,65.22640277777782,-0.32080895999999987,0.003703703703703702,1,0.004535147392290249,0,103.58272243555561,0,0,2.2194446304145337,0,0,0,0.003472222222222222,13.027703587438928,0.0,0.00888888888888889,0,5.021234567901243,4.794537184071822,0,0.0,-0.32080895999999975,0,0,0.0,0,0.0,0.006172839506172839,0.0,1.1538687240687704,2.0911180683007573,0,0.0,6.606881964512918,0
41,7792,CC(C)CCCC(C)CCO,1.1554812668885737,-0.010380783360266297,0,0.0,1.0,0,12.338727669087403,-0.7933884297520667,0,0.0,0,0.05555555555555555,0,0.0,-2.3542348196887977,0.24558502219698602,6.606881964512918,0.0,55.02865368749998,-0.21543461157024762,0.0,0,0.013605442176870748,0,-374.0546593746556,0,0,3.126690709808627,0,0,0,0.020833333333333332,12.52478801067431,0.0,0.020000000000000004,0,-20.190082644628095,0.0,0,0.0,0.02751907438016444,0,0,0.0,0,0.0,0.037037037037037035,0.0,1.064794829694994,3.099620830487698,0,0.0,0.0,0
